barcode,name,shop,category_id,source_id,weight,source_url,image_url
9340156085003,Rafferty's Garden Pumpkin & Spinach Pasta Bake Baby Food Prebiotics Pouch 6+ Months | 120g,coles,22023,3766460,120g,https://www.coles.com.au/product/rafferty's-garden-pumpkin-and-spinach-pasta-bake-baby-food-prebiotics-pouch-6+-months-120g-3766460,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3766460.jpg&w=640&q=90
9340156085003,Rafferty's Garden Baby Food Pouch Pumpkin & Spinach Pasta Bake 6+ Months 120g,Woolworths,22023,92211,120g,https://www.woolworths.com.au/shop/productdetails/92211/rafferty-s-garden-baby-food-pouch-pumpkin-spinach-pasta-bake-6-months,https://cdn0.woolworths.media/content/wowproductimages/large/092211.jpg
9421901080082,Rafferty's Garden Risoni Pasta & Garden Vegetables Baby Food Pouch Mini Meal 10+ Months | 170g,coles,22023,6026834,170g,https://www.coles.com.au/product/rafferty's-garden-risoni-pasta-and-garden-vegetables-baby-food-pouch-mini-meal-10+-months-170g-6026834,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F6%2F6026834.jpg&w=640&q=90
9421901080082,Rafferty's Garden Baby Food Pouch Risoni Pasta & Garden Vegetables 10+ Months 170g,Woolworths,22023,291184,170g,https://www.woolworths.com.au/shop/productdetails/291184/rafferty-s-garden-baby-food-pouch-risoni-pasta-garden-vegetables-10-months,https://cdn0.woolworths.media/content/wowproductimages/large/291184.jpg
9421901088750,Rafferty's Garden Vanilla Custard 6 Months | 120g,coles,22023,8971943,120g,https://www.coles.com.au/product/rafferty's-garden-vanilla-custard-6-months-120g-8971943,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F8%2F8971943.jpg&w=640&q=90
9421901088750,Rafferty's Garden Baby Food Pouch Vanilla Custard 6+ Months 120g,Woolworths,22023,742732,120g,https://www.woolworths.com.au/shop/productdetails/742732/rafferty-s-garden-baby-food-pouch-vanilla-custard-6-months,https://cdn0.woolworths.media/content/wowproductimages/large/742732.jpg
9340156092001,Rafferty's Garden Banana & Mango No Added Sugar Custard 6+ Months | 120g,coles,22023,4159145,120g,https://www.coles.com.au/product/rafferty's-garden-banana-and-mango-no-added-sugar-custard-6+-months-120g-4159145,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F4%2F4159145.jpg&w=640&q=90
9340156092001,Rafferty's Garden Banana & Mango Custard Baby Food Pouch Dessert 6+ Months 120g,Woolworths,22023,226222,120g,https://www.woolworths.com.au/shop/productdetails/226222/rafferty-s-garden-banana-mango-custard-baby-food-pouch-dessert-6-months,https://cdn0.woolworths.media/content/wowproductimages/large/226222.jpg
9340156000501,Rafferty's Garden Banana Pear & Mango Porridge Baby Food Pouch 6+ Months | 120g,coles,22023,3609789,120g,https://www.coles.com.au/product/rafferty's-garden-banana-pear-and-mango-porridge-baby-food-pouch-6+-months-120g-3609789,https://www.coles.com.au/_next/image?url=https%3A%2F%2Fcdn.productimages.coles.com.au%2Fproductimages%2F3%2F3609789.jpg&w=640&q=90
9340156000501,Rafferty's Garden Banana Pear & Mango Porridge Baby Food Pouch 6+ Months 120g,Woolworths,22023,498490,120g,https://www.woolworths.com.au/shop/productdetails/498490/rafferty-s-garden-banana-pear-mango-porridge-baby-food-pouch-6-months,https://cdn0.woolworths.media/content/wowproductimages/large/498490.jpg
